Revised_Energy_Efficiency_Rating,Lower_Super_Output_Area
D,E01002031
D,E01002032
D,E01002033
D,E01002034
D,E01002036
D,E01002037
D,E01002038
C,E01002039
D,E01002040
D,E01002041
D,E01002042
D,E01002043
D,E01002044
C,E01002045
D,E01002046
D,E01002047
D,E01002048
D,E01002049
D,E01002050
D,E01002051
D,E01002052
D,E01002053
D,E01002054
D,E01002055
D,E01002056
D,E01002057
D,E01002058
D,E01002059
D,E01002060
E,E01002061
D,E01002062
D,E01002063
D,E01002064
D,E01002065
D,E01002066
D,E01002067
D,E01002068
D,E01002069
D,E01002070
D,E01002071
D,E01002072
D,E01002073
D,E01002074
D,E01002075
D,E01002076
D,E01002077
C,E01002078
D,E01002079
B,E01002080
D,E01002081
C,E01002082
D,E01002083
D,E01002084
D,E01002085
D,E01002086
D,E01002087
D,E01002088
C,E01002089
D,E01002090
D,E01002091
D,E01002092
D,E01002093
D,E01002094
D,E01002095
D,E01002096
D,E01002097
D,E01002098
C,E01002099
D,E01002100
D,E01002101
D,E01002102
D,E01002103
D,E01002104
D,E01002105
E,E01002106
D,E01002107
D,E01002108
D,E01002109
D,E01002110
D,E01002111
D,E01002112
E,E01002113
C,E01002114
D,E01002115
D,E01002116
B,E01002117
D,E01002118
D,E01002119
D,E01002120
D,E01002121
D,E01002122
D,E01002123
D,E01002124
D,E01002125
C,E01002126
E,E01002127
D,E01002128
D,E01002129
D,E01002130
D,E01002131
D,E01002132
D,E01002133
D,E01002134
D,E01002135
D,E01002136
D,E01002137
D,E01002138
D,E01002139
D,E01002140
D,E01002141
D,E01002142
D,E01002143
D,E01002144
D,E01002145
E,E01002146
D,E01002147
D,E01002148
E,E01002149
D,E01002150
D,E01002151
E,E01002152
E,E01002153
D,E01002154
D,E01002155
E,E01002156
D,E01002157
E,E01002158
D,E01002159
D,E01002160
D,E01002161
D,E01002162
E,E01002163
D,E01002164
D,E01002165
D,E01002166
D,E01002167
D,E01002168
D,E01002169
D,E01002170
D,E01002171
D,E01002172
D,E01002173
D,E01002174
D,E01002175
D,E01002176
E,E01002177
E,E01002178
D,E01002179
D,E01002180
D,E01002181
D,E01002182
D,E01002183
D,E01002184
D,E01002185
D,E01002186
D,E01002187
E,E01002188
D,E01002189
E,E01002190
E,E01002191
E,E01002192
D,E01002193
E,E01002194
E,E01002195
E,E01002196
D,E01002197
D,E01002198
D,E01002199
D,E01002200
D,E01002201
D,E01002202
D,E01002203
D,E01002204
D,E01002206
D,E01002207
E,E01002208
D,E01002209
D,E01002210
D,E01002211
D,E01002212
C,E01002213
D,E01002214
D,E01002215
D,E01002216
B,E01002217
D,E01002218
D,E01002219
D,E01002220
D,E01002221
D,E01002222
D,E01002223
D,E01002224
D,E01002225
D,E01002226
D,E01002227
C,E01002228
D,E01002229
D,E01002230
D,E01002231
D,E01002232
D,E01002233
D,E01002234
D,E01002235
D,E01002236
D,E01002237
D,E01002238
D,E01002239
D,E01002240
D,E01002241
E,E01002242
C,E01002243
D,E01002244
E,E01002245
E,E01002246
D,E01002247
D,E01002248
B,E01002249
D,E01002250
D,E01002251
D,E01002252
E,E01002253
D,E01002254
D,E01002255
D,E01002256
E,E01002257
D,E01002258
D,E01002259
D,E01002260
D,E01002261
D,E01002262
D,E01002263
D,E01002264
D,E01002265
D,E01002266
D,E01002267
D,E01002268
D,E01002269
D,E01002270
D,E01002271
D,E01002272
D,E01002273
D,E01002274
D,E01002275
D,E01002276
D,E01002277
D,E01002278
D,E01002279
D,E01002280
D,E01002281
D,E01002282
D,E01002283
D,E01002284
D,E01002285
D,E01002286
D,E01002287
D,E01002288
D,E01002289
E,E01002290
D,E01002291
D,E01002292
D,E01002293
E,E01002294
D,E01002295
D,E01002296
D,E01002297
D,E01002298
D,E01002299
D,E01002300
E,E01002301
E,E01002302
D,E01002303
D,E01002304
D,E01002305
D,E01002306
D,E01002307
D,E01002308
D,E01002309
D,E01002310
D,E01002311
D,E01002312
D,E01002313
D,E01002314
D,E01002315
D,E01002316
D,E01002317
D,E01002318
D,E01002319
D,E01002320
D,E01002321
D,E01002322
D,E01002323
D,E01002324
D,E01002325
D,E01002326
D,E01002327
D,E01002328
D,E01002329
D,E01002330
D,E01002331
D,E01002332
D,E01002333
E,E01002334
D,E01002335
D,E01002336
E,E01002337
D,E01002338
D,E01002339
D,E01002340
E,E01002341
D,E01002342
D,E01002343
D,E01002344
D,E01002345
D,E01002346
D,E01002347
D,E01002348
D,E01002349
D,E01002350
E,E01002351
D,E01002352
E,E01002353
E,E01002354
D,E01002355
D,E01002356
D,E01002358
E,E01002359
D,E01002360
D,E01002361
D,E01002362
D,E01002363
D,E01002364
E,E01002365
D,E01002366
E,E01002367
B,E01002368
D,E01002369
D,E01002370
D,E01002371
D,E01002372
D,E01002373
D,E01002374
D,E01002375
E,E01002376
D,E01002377
D,E01002378
E,E01002379
D,E01002380
D,E01002381
E,E01002382
E,E01002383
D,E01002384
D,E01002385
D,E01002386
E,E01002387
E,E01002388
E,E01002389
E,E01002390
D,E01002391
D,E01002392
D,E01002393
D,E01002394
D,E01002395
D,E01002396
D,E01002397
D,E01002398
D,E01002399
D,E01002400
D,E01002401
D,E01002402
D,E01002403
D,E01002404
D,E01002405
D,E01002406
D,E01002407
D,E01002408
D,E01002409
D,E01002410
D,E01002411
C,E01002412
D,E01002413
C,E01002414
D,E01002415
D,E01002416
D,E01002417
D,E01002418
D,E01002419
D,E01002420
D,E01002421
D,E01002422
D,E01002423
D,E01002424
D,E01002425
D,E01002426
D,E01002427
D,E01002428
D,E01002429
D,E01002430
D,E01002431
E,E01002432
B,E01002433
E,E01002434
E,E01002435
D,E01002436
E,E01002437
D,E01002438
D,E01002439
D,E01002440
D,E01002441
D,E01002442
D,E01002443
D,E01002444
D,E01002445
D,E01002446
D,E01002447
D,E01002448
D,E01002449
D,E01002450
D,E01002451
E,E01002452
D,E01002453
D,E01002454
D,E01002455
D,E01002456
D,E01002457
D,E01002458
D,E01002459
D,E01002460
D,E01002461
D,E01002462
D,E01002463
D,E01002464
D,E01002465
D,E01002466
D,E01002467
D,E01002468
D,E01002469
D,E01002470
D,E01002471
D,E01002472
D,E01002473
D,E01002474
D,E01002475
D,E01002476
D,E01002477
D,E01002478
D,E01002479
D,E01002480
D,E01002481
E,E01002482
D,E01002483
D,E01002484
D,E01002485
D,E01002486
D,E01002487
D,E01002488
D,E01002489
D,E01002490
D,E01002491
D,E01002492
D,E01002493
D,E01002494
D,E01002495
D,E01002496
D,E01002497
D,E01002498
D,E01002499
D,E01002501
D,E01002502
D,E01002503
D,E01002504
D,E01002505
D,E01002506
D,E01002507
D,E01002508
D,E01002509
D,E01002511
D,E01002512
D,E01002513
D,E01002514
D,E01002515
D,E01002516
D,E01002518
C,E01002519
D,E01002520
C,E01002521
E,E01002523
D,E01002525
D,E01002526
D,E01002527
D,E01002528
D,E01002529
D,E01002530
D,E01002531
C,E01002532
D,E01002533
D,E01002534
D,E01002535
D,E01002536
D,E01002537
D,E01002538
E,E01002539
D,E01002540
D,E01002541
D,E01002542
D,E01002543
D,E01002544
D,E01002545
D,E01002546
D,E01002547
D,E01002548
D,E01002549
D,E01002550
D,E01002551
D,E01002552
D,E01002553
D,E01002554
D,E01002555
D,E01002556
D,E01002557
D,E01002558
D,E01002559
D,E01002560
D,E01002561
D,E01002562
D,E01002563
D,E01002564
D,E01002565
C,E01002566
D,E01002567
C,E01002568
D,E01002569
D,E01002570
C,E01002571
D,E01002572
E,E01002573
D,E01002574
D,E01002575
D,E01002576
D,E01002577
D,E01002578
D,E01002579
D,E01002580
D,E01002581
D,E01002582
D,E01002583
D,E01002584
D,E01002585
D,E01002586
D,E01002587
D,E01002588
D,E01002589
D,E01002590
D,E01002591
D,E01002592
D,E01002593
D,E01002594
D,E01002595
D,E01002596
D,E01002598
D,E01002599
D,E01002600
D,E01002601
D,E01002602
D,E01002603
D,E01002604
D,E01002605
C,E01002606
D,E01002607
D,E01002608
D,E01002609
D,E01002610
D,E01002611
C,E01002612
D,E01002613
D,E01002614
D,E01002615
D,E01002616
D,E01002617
D,E01002618
D,E01002619
D,E01002620
D,E01002621
D,E01002622
D,E01002623
D,E01002624
D,E01002625
D,E01002626
C,E01002627
D,E01002628
D,E01002629
D,E01002630
D,E01002631
D,E01002632
D,E01002633
D,E01002634
D,E01002635
D,E01002636
D,E01002637
D,E01002638
D,E01002639
D,E01002640
D,E01002641
D,E01002642
C,E01002643
D,E01002645
C,E01002646
D,E01002647
D,E01002648
D,E01002649
D,E01002650
D,E01002651
D,E01002652
D,E01002653
D,E01002654
D,E01002655
D,E01002656
D,E01002657
D,E01002658
D,E01002659
D,E01002660
D,E01002661
D,E01002662
D,E01002663
C,E01002664
D,E01002665
D,E01002666
D,E01002667
C,E01002668
D,E01002669
D,E01002670
D,E01002671
C,E01002672
C,E01002673
D,E01002674
B,E01002675
D,E01002676
D,E01002677
D,E01002678
D,E01002679
D,E01002680
C,E01002681
D,E01002682
D,E01002683
C,E01002684
D,E01002686
D,E01002687
D,E01002689
E,E01002690
D,E01002691
D,E01002692
D,E01002693
D,E01002694
C,E01002695
D,E01002696
C,E01002697
D,E01002698
D,E01002699
D,E01002700
C,E01002701
C,E01002702
C,E01002703
D,E01002704
C,E01002706
C,E01002707
C,E01002708
C,E01002709
D,E01002710
C,E01002711
D,E01002712
D,E01002713
D,E01002714
D,E01002715
C,E01002716
C,E01002717
D,E01002718
D,E01002719
C,E01002720
D,E01002721
D,E01002722
D,E01002723
C,E01002724
D,E01002725
D,E01002726
D,E01002727
D,E01002728
D,E01002729
D,E01002730
D,E01002731
D,E01002732
D,E01002733
C,E01002734
D,E01002735
C,E01002736
D,E01002737
D,E01002738
D,E01002739
D,E01002740
D,E01002741
D,E01002742
D,E01002743
D,E01002744
D,E01002745
D,E01002747
C,E01002748
D,E01002749
D,E01002751
D,E01002752
D,E01002753
D,E01002754
D,E01002755
D,E01002756
D,E01002757
C,E01002758
D,E01002759
C,E01002760
D,E01002762
D,E01002763
D,E01002764
C,E01002765
B,E01002766
D,E01002767
D,E01002768
D,E01002769
D,E01002770
D,E01002771
D,E01002772
C,E01002773
D,E01002774
D,E01002775
D,E01002776
D,E01002777
C,E01002778
D,E01002779
D,E01002780
D,E01002781
D,E01002782
D,E01002783
D,E01002784
D,E01002785
D,E01002786
D,E01002787
D,E01002788
D,E01002789
D,E01002790
D,E01002791
D,E01002792
D,E01002793
D,E01002794
D,E01002795
D,E01002796
C,E01002797
D,E01002798
D,E01002799
C,E01002800
D,E01002801
D,E01002802
C,E01002803
C,E01002804
D,E01002805
D,E01002806
D,E01002807
D,E01002808
D,E01002809
D,E01002810
D,E01002811
D,E01002812
D,E01002813
C,E01002814
D,E01002815
D,E01002816
D,E01002817
D,E01002818
D,E01002819
D,E01002820
D,E01002821
D,E01002822
D,E01002823
D,E01002824
D,E01002825
D,E01002826
D,E01002827
D,E01002828
D,E01002829
D,E01002830
D,E01002831
D,E01002832
D,E01002833
D,E01002834
D,E01002835
D,E01002836
D,E01002837
D,E01002838
D,E01002839
C,E01002840
D,E01002841
C,E01002842
C,E01002843
D,E01002844
D,E01002845
D,E01002846
D,E01002847
D,E01002848
D,E01002849
D,E01002850
D,E01002851
C,E01002852
C,E01002853
D,E01002854
C,E01002855
D,E01002856
C,E01002857
D,E01002858
D,E01002859
D,E01002860
D,E01002861
C,E01002862
D,E01002863
D,E01002864
D,E01002865
D,E01002866
D,E01002867
D,E01002868
D,E01002869
D,E01002870
D,E01002871
D,E01002872
D,E01002873
D,E01002874
D,E01002875
D,E01002876
C,E01002877
D,E01002878
C,E01002879
C,E01002880
D,E01002881
D,E01002882
D,E01002883
D,E01002884
D,E01002885
D,E01002886
D,E01002887
D,E01002888
D,E01002889
D,E01002890
D,E01002891
D,E01002892
D,E01002893
D,E01002894
D,E01002895
D,E01002896
D,E01002897
D,E01002898
D,E01002899
D,E01002900
D,E01002901
D,E01002902
D,E01002903
C,E01002904
D,E01002905
D,E01002906
C,E01002907
D,E01002908
D,E01002909
D,E01002910
D,E01002911
D,E01002912
D,E01002913
D,E01002914
E,E01002915
E,E01002916
E,E01002917
D,E01002918
D,E01002919
E,E01002920
D,E01002921
D,E01002922
D,E01002923
E,E01002924
D,E01002925
E,E01002926
D,E01002927
D,E01002928
E,E01002929
D,E01002930
D,E01002931
C,E01002932
D,E01002933
D,E01002934
D,E01002935
D,E01002937
D,E01002938
D,E01002939
D,E01002940
D,E01002941
D,E01002942
D,E01002943
D,E01002944
D,E01002945
D,E01002946
D,E01002947
D,E01002948
D,E01002949
D,E01002950
D,E01002951
D,E01002952
D,E01002953
C,E01002954
D,E01002955
C,E01002956
D,E01002957
D,E01002958
E,E01002959
E,E01002960
E,E01002961
D,E01002962
D,E01002963
C,E01002964
D,E01002965
E,E01002966
D,E01002967
C,E01002968
D,E01002969
D,E01002970
D,E01002971
D,E01002972
D,E01002973
D,E01002974
E,E01002975
D,E01002976
D,E01002977
D,E01002978
D,E01002979
E,E01002980
E,E01002981
E,E01002982
E,E01002983
D,E01002984
D,E01002985
E,E01002986
D,E01002987
D,E01002988
D,E01002989
D,E01002990
D,E01002991
D,E01002992
D,E01002993
D,E01002994
E,E01002995
E,E01002996
E,E01002997
D,E01002998
D,E01002999
D,E01003000
E,E01003001
D,E01003002
E,E01003003
D,E01003004
D,E01003005
D,E01003006
D,E01003007
D,E01003008
D,E01003009
D,E01003010
D,E01003011
C,E01003013
D,E01003014
D,E01003015
C,E01003016
D,E01003017
D,E01003018
D,E01003019
D,E01003020
D,E01003021
D,E01003022
D,E01003023
C,E01003024
D,E01003025
D,E01003026
D,E01003027
D,E01003028
D,E01003029
D,E01003030
D,E01003031
D,E01003032
D,E01003033
D,E01003034
D,E01003035
D,E01003036
D,E01003037
D,E01003038
D,E01003039
D,E01003040
D,E01003041
D,E01003042
D,E01003043
B,E01003044
C,E01003045
C,E01003046
D,E01003047
C,E01003048
D,E01003049
D,E01003050
D,E01003051
C,E01003052
D,E01003053
D,E01003054
D,E01003055
D,E01003056
D,E01003057
D,E01003058
B,E01003059
D,E01003060
D,E01003061
D,E01003062
D,E01003063
D,E01003064
D,E01003065
D,E01003066
D,E01003067
D,E01003068
D,E01003069
D,E01003070
D,E01003071
D,E01003072
D,E01003073
D,E01003074
D,E01003075
D,E01003076
D,E01003077
D,E01003078
D,E01003079
D,E01003080
D,E01003081
D,E01003082
D,E01003083
D,E01003084
E,E01003085
D,E01003086
D,E01003087
D,E01003088
D,E01003089
D,E01003090
D,E01003091
D,E01003092
D,E01003093
D,E01003094
D,E01003095
D,E01003096
D,E01003097
D,E01003098
D,E01003099
D,E01003100
D,E01003101
D,E01003102
D,E01003104
D,E01003105
D,E01003106
D,E01003107
D,E01003108
D,E01003109
D,E01003110
C,E01003111
C,E01003112
D,E01003113
D,E01003114
D,E01003115
D,E01003116
D,E01003117
D,E01003118
D,E01003119
D,E01003120
D,E01003121
D,E01003122
D,E01003123
D,E01003124
D,E01003125
D,E01003126
D,E01003127
D,E01003128
D,E01003129
D,E01003130
D,E01003131
D,E01003132
D,E01003133
D,E01003134
D,E01003135
D,E01003136
D,E01003137
D,E01003138
D,E01003139
D,E01003140
D,E01003141
D,E01003142
D,E01003143
E,E01003144
D,E01003145
D,E01003146
D,E01003147
D,E01003148
D,E01003149
D,E01003150
D,E01003151
D,E01003152
D,E01003153
D,E01003154
D,E01003155
D,E01003156
D,E01003157
D,E01003158
D,E01003159
D,E01003160
D,E01003161
D,E01003162
D,E01003163
D,E01003164
D,E01003165
D,E01003166
E,E01003167
C,E01003168
D,E01003169
D,E01003170
D,E01003171
C,E01003172
D,E01003173
D,E01003174
C,E01003175
D,E01003176
D,E01003177
D,E01003178
D,E01003179
D,E01003180
D,E01003181
D,E01003182
D,E01003183
D,E01003184
D,E01003185
D,E01003186
B,E01003187
D,E01003188
D,E01003189
C,E01003190
D,E01003191
D,E01003192
D,E01003193
D,E01003194
D,E01003195
D,E01003196
D,E01003197
D,E01003198
D,E01003199
D,E01003200
D,E01003201
D,E01003202
D,E01003203
D,E01003204
B,E01003205
D,E01003206
C,E01003207
D,E01003209
D,E01003210
D,E01003211
D,E01003212
D,E01003213
D,E01003214
D,E01003215
D,E01003216
D,E01003217
D,E01003218
D,E01003219
D,E01003220
D,E01003221
D,E01003222
E,E01003223
D,E01003224
D,E01003225
D,E01003226
D,E01003227
D,E01003228
D,E01003229
D,E01003230
D,E01003231
D,E01003232
D,E01003233
D,E01003235
D,E01003236
D,E01003237
D,E01003238
D,E01003239
D,E01003240
D,E01003241
D,E01003243
C,E01003244
C,E01003245
D,E01003246
D,E01003247
D,E01003248
C,E01003249
C,E01003250
D,E01003251
D,E01003252
D,E01003253
D,E01003254
D,E01003255
D,E01003256
D,E01003257
D,E01003258
D,E01003259
D,E01003260
D,E01003261
D,E01003262
C,E01003263
C,E01003264
D,E01003265
D,E01003266
D,E01003267
D,E01003268
C,E01003269
D,E01003270
E,E01003271
D,E01003272
D,E01003273
D,E01003274
C,E01003275
D,E01003276
D,E01003277
D,E01003278
D,E01003279
C,E01003280
E,E01003281
D,E01003282
D,E01003283
D,E01003284
D,E01003285
C,E01003286
D,E01003287
D,E01003288
D,E01003290
C,E01003291
D,E01003292
D,E01003293
D,E01003295
B,E01003296
D,E01003297
C,E01003298
D,E01003299
D,E01003300
D,E01003301
C,E01003302
D,E01003303
D,E01003304
B,E01003305
D,E01003307
D,E01003308
D,E01003309
D,E01003310
D,E01003311
D,E01003312
C,E01003313
D,E01003314
D,E01003315
D,E01003316
D,E01003317
D,E01003318
D,E01003319
D,E01003320
D,E01003321
D,E01003322
D,E01003323
D,E01003324
D,E01003325
D,E01003326
D,E01003327
D,E01003328
D,E01003329
C,E01003330
D,E01003331
C,E01003332
D,E01003333
D,E01003334
D,E01003335
D,E01003336
D,E01003337
C,E01003338
D,E01003339
D,E01003340
D,E01003341
D,E01003342
D,E01003343
D,E01003344
D,E01003345
D,E01003346
D,E01003347
D,E01003348
D,E01003349
D,E01003350
D,E01003351
D,E01003352
D,E01003353
D,E01003354
D,E01003355
D,E01003356
D,E01003357
D,E01003358
D,E01003359
D,E01003360
D,E01003361
D,E01003362
D,E01003363
D,E01003364
E,E01003365
D,E01003366
D,E01003367
D,E01003368
D,E01003369
D,E01003370
D,E01003371
D,E01003372
D,E01003373
D,E01003374
D,E01003375
D,E01003376
C,E01003377
D,E01003378
D,E01003379
D,E01003380
D,E01003381
D,E01003382
D,E01003383
D,E01003384
D,E01003385
D,E01003386
D,E01003387
D,E01003388
D,E01003389
D,E01003390
D,E01003391
D,E01003392
D,E01003393
D,E01003394
D,E01003395
D,E01003396
D,E01003397
D,E01003398
D,E01003399
D,E01003400
D,E01003401
D,E01003402
D,E01003403
D,E01003404
D,E01003405
D,E01003406
D,E01003407
D,E01003408
D,E01003409
D,E01003410
D,E01003411
D,E01003412
D,E01003413
D,E01003414
D,E01003415
D,E01003416
D,E01003417
D,E01003418
D,E01003419
D,E01003420
D,E01003421
D,E01003422
D,E01003423
E,E01003424
E,E01003425
D,E01003426
D,E01003427
D,E01003428
D,E01003429
D,E01003430
D,E01003431
D,E01003432
D,E01003433
D,E01003434
D,E01003435
D,E01003436
D,E01003437
D,E01003438
D,E01003439
D,E01003440
D,E01003441
C,E01003442
D,E01003443
D,E01003444
E,E01003445
D,E01003446
D,E01003447
D,E01003448
D,E01003449
D,E01003450
D,E01003451
D,E01003452
D,E01003453
D,E01003454
D,E01003455
D,E01003456
D,E01003457
D,E01003458
C,E01003459
D,E01003460
D,E01003461
D,E01003462
D,E01003463
D,E01003464
D,E01003465
D,E01003466
D,E01003467
D,E01003468
D,E01003469
D,E01003470
D,E01003471
D,E01003472
D,E01003473
E,E01003474
C,E01003475
E,E01003476
D,E01003477
D,E01003478
D,E01003479
D,E01003480
C,E01003481
C,E01003482
C,E01003483
D,E01003484
D,E01003485
C,E01003486
C,E01003487
C,E01003488
D,E01003489
D,E01003490
D,E01003491
D,E01003492
D,E01003493
D,E01003494
D,E01003495
D,E01003496
D,E01003497
C,E01003498
D,E01003499
C,E01003500
D,E01003501
D,E01003502
C,E01003503
D,E01003506
D,E01003507
D,E01003508
D,E01003509
B,E01003511
D,E01003512
D,E01003513
C,E01003514
C,E01003515
D,E01003516
C,E01003517
D,E01003518
D,E01003519
D,E01003520
D,E01003521
D,E01003522
D,E01003523
D,E01003524
D,E01003525
D,E01003526
D,E01003527
C,E01003528
D,E01003529
D,E01003530
D,E01003531
D,E01003532
D,E01003533
D,E01003534
D,E01003535
D,E01003536
D,E01003537
D,E01003538
D,E01003539
D,E01003540
D,E01003541
D,E01003542
D,E01003543
D,E01003544
D,E01003545
C,E01003546
D,E01003547
D,E01003548
C,E01003549
D,E01003550
D,E01003551
D,E01003552
D,E01003553
D,E01003554
D,E01003555
E,E01003556
D,E01003557
D,E01003558
C,E01003559
D,E01003560
D,E01003561
D,E01003562
D,E01003563
D,E01003564
D,E01003565
D,E01003566
D,E01003567
D,E01003568
D,E01003569
D,E01003570
D,E01003571
D,E01003572
D,E01003573
D,E01003574
D,E01003575
C,E01003576
C,E01003577
D,E01003578
D,E01003579
D,E01003580
D,E01003581
D,E01003582
D,E01003583
D,E01003584
D,E01003585
D,E01003586
C,E01003587
D,E01003588
D,E01003589
D,E01003590
D,E01003591
D,E01003592
D,E01003593
D,E01003594
D,E01003595
D,E01003596
D,E01003597
C,E01003598
D,E01003599
C,E01003600
D,E01003601
D,E01003602
D,E01003603
D,E01003604
D,E01003605
D,E01003606
D,E01003607
D,E01003608
C,E01003609
C,E01003611
D,E01003615
D,E01003616
C,E01003617
D,E01003618
C,E01003619
D,E01003621
D,E01003622
D,E01003623
D,E01003624
D,E01003625
D,E01003626
D,E01003627
D,E01003628
D,E01003629
D,E01003630
D,E01003631
D,E01003632
C,E01003633
D,E01003634
D,E01003635
D,E01003636
D,E01003637
D,E01003638
D,E01003639
D,E01003640
D,E01003641
D,E01003642
D,E01003643
D,E01003644
C,E01003645
D,E01003646
D,E01003647
D,E01003648
D,E01003649
D,E01003650
D,E01003651
D,E01003652
D,E01003653
D,E01003654
D,E01003655
D,E01003656
D,E01003657
D,E01003658
D,E01003659
D,E01003660
D,E01003661
D,E01003662
D,E01003663
D,E01003664
D,E01003665
D,E01003666
D,E01003668
E,E01003669
D,E01003670
D,E01003671
D,E01003672
E,E01003673
D,E01003674
D,E01003675
D,E01003676
D,E01003677
D,E01003678
D,E01003679
D,E01003680
D,E01003681
D,E01003682
D,E01003683
D,E01003684
D,E01003685
D,E01003686
D,E01003688
D,E01003689
D,E01003690
D,E01003691
D,E01003692
D,E01003693
D,E01003694
D,E01003695
D,E01003696
D,E01003697
D,E01003698
D,E01003699
D,E01003700
D,E01003701
D,E01003702
D,E01003703
D,E01003704
D,E01003705
D,E01003706
E,E01003707
D,E01003708
D,E01003709
D,E01003710
D,E01003711
C,E01003712
D,E01003713
D,E01003714
D,E01003715
D,E01003716
D,E01003718
D,E01003719
D,E01003720
D,E01003721
D,E01003722
D,E01003723
D,E01003724
D,E01003725
D,E01003726
D,E01003727
D,E01003728
D,E01003729
D,E01003730
D,E01003731
C,E01003732
D,E01003733
D,E01003734
C,E01003735
D,E01003736
E,E01003737
D,E01003738
D,E01003739
D,E01003740
D,E01003741
D,E01003742
D,E01003743
D,E01003744
E,E01003745
C,E01003746
E,E01003747
D,E01003748
D,E01003749
D,E01003750
D,E01003751
D,E01003752
D,E01003753
D,E01003754
D,E01003755
D,E01003756
D,E01003757
C,E01003758
E,E01003759
D,E01003760
D,E01003761
D,E01003762
D,E01003763
D,E01003764
D,E01003765
D,E01003766
D,E01003767
D,E01003768
D,E01003769
C,E01003770
D,E01003771
D,E01003772
D,E01003773
D,E01003774
D,E01003775
D,E01003776
D,E01003777
D,E01003778
D,E01003779
E,E01003780
D,E01003781
D,E01003782
D,E01003783
D,E01003784
D,E01003785
D,E01003786
D,E01003787
D,E01003788
E,E01003789
D,E01003790
E,E01003791
E,E01003792
D,E01003793
D,E01003794
E,E01003795
D,E01003796
E,E01003797
D,E01003798
D,E01003799
D,E01003800
D,E01003801
C,E01003802
D,E01003803
D,E01003804
E,E01003805
E,E01003806
D,E01003807
D,E01003808
E,E01003809
D,E01003810
D,E01003811
D,E01003812
E,E01003813
D,E01003814
D,E01003815
D,E01003816
D,E01003817
D,E01003818
D,E01003819
D,E01003820
D,E01003821
E,E01003822
D,E01003823
D,E01003824
D,E01003825
D,E01003826
D,E01003827
D,E01003828
D,E01003829
D,E01003830
D,E01003831
C,E01003832
D,E01003833
D,E01003834
E,E01003835
C,E01003836
D,E01003837
D,E01003838
D,E01003839
D,E01003840
C,E01003841
D,E01003842
D,E01003843
E,E01003844
D,E01003845
E,E01003846
D,E01003847
D,E01003848
D,E01003849
E,E01003851
D,E01003852
D,E01003853
D,E01003854
D,E01003855
D,E01003856
D,E01003857
D,E01003858
E,E01003859
D,E01003860
D,E01003861
D,E01003862
D,E01003863
D,E01003864
D,E01003865
D,E01003866
D,E01003867
D,E01003868
D,E01003869
D,E01003870
D,E01003871
D,E01003872
D,E01003873
D,E01003874
D,E01003875
D,E01003876
D,E01003877
C,E01003878
D,E01003879
E,E01003880
D,E01003881
D,E01003882
D,E01003883
E,E01003884
D,E01003885
D,E01003886
D,E01003887
D,E01003888
D,E01003889
D,E01003890
D,E01003891
D,E01003892
D,E01003893
D,E01003894
D,E01003895
D,E01003896
D,E01003897
D,E01003898
D,E01003899
D,E01003900
D,E01003901
D,E01003902
D,E01003903
D,E01003904
D,E01003905
D,E01003906
D,E01003907
E,E01003908
E,E01003909
E,E01003910
D,E01003911
D,E01003912
D,E01003913
D,E01003914
D,E01003915
D,E01003916
D,E01003917
D,E01003918
D,E01003919
D,E01003920
D,E01003921
D,E01003922
D,E01003923
D,E01003924
B,E01003925
C,E01003926
C,E01003927
D,E01003929
D,E01003930
D,E01003932
D,E01003933
C,E01003934
C,E01003935
C,E01003936
D,E01003937
D,E01003938
D,E01003939
D,E01003940
C,E01003941
C,E01003942
D,E01003943
D,E01003945
D,E01003946
D,E01003947
D,E01003948
D,E01003949
D,E01003950
D,E01003951
D,E01003952
D,E01003953
D,E01003954
D,E01003955
D,E01003956
D,E01003957
D,E01003958
D,E01003960
D,E01003961
D,E01003963
D,E01003964
D,E01003966
C,E01003967
C,E01003968
D,E01003969
D,E01003970
C,E01003971
D,E01003972
C,E01003973
D,E01003974
C,E01003975
C,E01003976
C,E01003977
C,E01003978
C,E01003979
C,E01003980
D,E01003981
C,E01003983
D,E01003984
B,E01003986
C,E01003987
D,E01003988
D,E01003989
D,E01003990
D,E01003991
D,E01003992
C,E01003993
D,E01003994
D,E01003995
D,E01003997
D,E01003998
D,E01003999
D,E01004000
D,E01004001
D,E01004002
C,E01004003
D,E01004004
C,E01004005
D,E01004006
C,E01004007
C,E01004008
C,E01004010
C,E01004011
C,E01004012
C,E01004013
C,E01004014
D,E01004015
D,E01004016
D,E01004017
D,E01004018
D,E01004019
D,E01004020
D,E01004021
B,E01004022
D,E01004023
C,E01004024
D,E01004027
D,E01004028
C,E01004029
D,E01004030
D,E01004031
C,E01004032
C,E01004033
D,E01004034
C,E01004035
D,E01004036
D,E01004037
C,E01004038
D,E01004039
C,E01004040
C,E01004041
D,E01004042
D,E01004043
C,E01004044
C,E01004045
D,E01004046
D,E01004047
D,E01004048
D,E01004049
D,E01004050
D,E01004051
D,E01004052
C,E01004053
C,E01004054
D,E01004055
C,E01004056
D,E01004057
C,E01004058
C,E01004059
C,E01004060
D,E01004061
D,E01004062
D,E01004063
D,E01004064
D,E01004065
D,E01004066
D,E01004067
C,E01004068
E,E01004069
E,E01004070
D,E01004071
E,E01004072
D,E01004073
E,E01004074
